nro;altitude;country;county;latitude;localname;abs(longitude);municipality;res_org;treespecies
116347;180;Sweden;Västernorrlands län;63.5;Söderfors;16.8;SollefteÃ¥;Skogforsk;,Pinus sylvestris,
116348;320;Sweden;Västernorrlands län;63.5;Grundtjärn;17.4;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116349;365;Sweden;Västernorrlands län;62.8;Viksjö;17.2;Härnösand;Skogforsk;,Pinus sylvestris,
116352;210;Sweden;Västernorrlands län;62.7;Ljustorp;17.3;TimrÃ¥;Skogforsk;,Pinus sylvestris,
116353;335;Sweden;Västernorrlands län;62.5;Holm;16.6;Sundsvall;Skogforsk;,Pinus sylvestris,
116354;300;Sweden;Västerbottens län;64.3;Vindeln;19.5;Vindeln;Skogforsk;,Pinus sylvestris,
116355;450;Sweden;Västernorrlands län;62.3;Östavall;15.3;Ã…nge;Skogforsk;,Pinus sylvestris,
116356;330;Sweden;Västerbottens län;64.5;Villvattnet;20.1;SkellefteÃ¥;Skogforsk;,Pinus sylvestris,
116358;325;Sweden;Västernorrlands län;63.6;Seltjärn;17.7;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116359;290;Sweden;Västerbottens län;64.4;Bratten;18.4;Lycksele;Skogforsk;,Pinus sylvestris,
116361;330;Sweden;Västernorrlands län;63.3;Skorped;17.6;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116362;200;Sweden;Västerbottens län;64;Vännäsby (Kvarnlund);19.8;Vännäs;Skogforsk;,Pinus sylvestris,
116363;300;Sweden;Västernorrlands län;62.7;Lagfors;17.1;TimrÃ¥;Skogforsk;,Pinus sylvestris,
116371;260;Sweden;Västerbottens län;65;Jörn;20.4;SkellefteÃ¥;Skogforsk;,Pinus sylvestris,
116372;240;Sweden;Västerbottens län;63.9;Lillarmsjö;19.3;Bjurholm;Skogforsk;,Pinus sylvestris,
116374;10;Sweden;Västerbottens län;63.8;Sävar (Holmen);20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116383;260;Sweden;Västerbottens län;65;Jörn;20.4;SkellefteÃ¥;Skogforsk;,Pinus sylvestris,
116384;280;Sweden;Västernorrlands län;63.3;Skorped;17.6;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116385;380;Sweden;Västerbottens län;64;Fredrika;18.6;Ã…sele;Skogforsk;,Pinus sylvestris,
116399;300;Sweden;Västerbottens län;64.7;Rotenträsk;18.8;Lycksele;Skogforsk;,Pinus sylvestris,
116400;335;Sweden;Norrbottens län;66;Harads (Lillberget);20.4;Boden;Skogforsk;,Pinus sylvestris,
116401;10;Sweden;Västerbottens län;63.8;Sävar (Holmen);20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116402;110;Sweden;Norrbottens län;66;Morjärv;22.4;Kalix;Skogforsk;,Pinus sylvestris,
116403;10;Sweden;Västerbottens län;63.8;Sävar (Holmen);20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116404;470;Sweden;Västerbottens län;64.8;Hornsjö;16;Vilhelmina;Skogforsk;,Pinus sylvestris,
116405;350;Sweden;Norrbottens län;65.9;Moskosel;19.3;Arvidsjaur;Skogforsk;,Pinus sylvestris,
116406;355;Sweden;Norrbottens län;65.3;Rönnliden;19.1;Arvidsjaur;Skogforsk;,Pinus sylvestris,
116407;220;Sweden;Norrbottens län;65.2;Klubbfors;20.8;PiteÃ¥;Skogforsk;,Pinus sylvestris,
116408;10;Sweden;Västerbottens län;63.8;Sävar (Holmen);20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116409;220;Sweden;Norrbottens län;65.2;Klubbfors;20.8;PiteÃ¥;Skogforsk;,Pinus sylvestris,
116410;450;Sweden;Västerbottens län;64;Klippen;18;Ã…sele;Skogforsk;,Pinus sylvestris,
116411;350;Sweden;Västerbottens län;64;Fredrika (Fäbodberget);18.5;Ã…sele;Skogforsk;,Pinus sylvestris,
116412;355;Sweden;Norrbottens län;65.3;Rönnliden;19.1;Arvidsjaur;Skogforsk;,Pinus sylvestris,
116420;285;Sweden;Kopparbergs län;61;VENJAN;13.8;Mora;Skogforsk;,Pinus sylvestris,
116421;330;Sweden;Västernorrlands län;63.3;Skorped;17.6;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116422;155;Sweden;Västernorrlands län;63.1;Storbränna;16.9;SollefteÃ¥;Skogforsk;,Pinus sylvestris,
116423;210;Sweden;Västernorrlands län;62.6;Lagfors;17.1;TimrÃ¥;Skogforsk;,Pinus sylvestris,
116424;265;Sweden;Västernorrlands län;62.4;Alby;15.4;Ã…nge;Skogforsk;,Pinus sylvestris,
116425;10;Sweden;Västerbottens län;63.8;Sävar (Holmen);20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116426;470;Sweden;Kopparbergs län;61.7;Särna;12.8;Älvdalen;Skogforsk;,Pinus sylvestris,
116427;775;Sweden;Kopparbergs län;62;Grövelsjön;12.4;Älvdalen;Skogforsk;,Pinus sylvestris,
116428;550;Sweden;Jämtlands län;62.1;Dalsvallen;13.5;Härjedalen;Skogforsk;,Pinus sylvestris,
116429;210;Sweden;Västernorrlands län;62.6;Lagfors (Mjösjön);17.1;TimrÃ¥;Skogforsk;,Pinus sylvestris,
116430;285;Sweden;Kopparbergs län;61;VENJAN;13.8;Mora;Skogforsk;,Pinus sylvestris,
116437;375;Sweden;Norrbottens län;67.8;Pirttivaara;22;Kiruna;Skogforsk;,Pinus sylvestris,
116438;420;Sweden;Norrbottens län;66.8;Urtimjaur;20.4;Gällivare;Skogforsk;,Pinus sylvestris,
116445;420;Sweden;Västernorrlands län;62.4;Östavall;15.5;Ã…nge;Skogforsk;,Pinus sylvestris,
116446;560;Sweden;Norrbottens län;66.3;Norra Bergnäs;18.3;Arjeplog;Skogforsk;,Pinus sylvestris,
116447;315;Sweden;Norrbottens län;67.5;Keräntöjärvi;23;Pajala;Skogforsk;,Pinus sylvestris,
116448;390;Sweden;Norrbottens län;66.9;Sörberget;19.1;Jokkmokk;Skogforsk;,Pinus sylvestris,
116449;200;Sweden;Norrbottens län;66.4;ÖvertorneÃ¥;23.2;ÖvertorneÃ¥;Skogforsk;,Pinus sylvestris,
116450;490;Sweden;Norrbottens län;67;Ätnarova;20.2;Gällivare;Skogforsk;,Pinus sylvestris,
116466;315;Sweden;Norrbottens län;67.5;Keräntöjärvi;23;;Skogforsk;,Pinus sylvestris,
116467;480;Sweden;Norrbottens län;67;Ätnarova;20.2;;Skogforsk;,Pinus sylvestris,
116479;40;Sweden;Västerbottens län;64.9;Byske;21.1;SkellefteÃ¥;Skogforsk;,Pinus sylvestris,
116480;130;Sweden;Norrbottens län;66.4;ÖvertorneÃ¥ (Poustijokivägen);23.3;ÖvertorneÃ¥;Skogforsk;,Pinus sylvestris,
116481;165;Sweden;Norrbottens län;66.2;Harads;20.9;Boden;Skogforsk;,Pinus sylvestris,
116482;280;Sweden;Västerbottens län;64.9;Lycksele;18.7;Lycksele;Skogforsk;,Pinus sylvestris,
116483;315;Sweden;Norrbottens län;67.5;Keräntöjärvi;23;Pajala;Skogforsk;,Pinus sylvestris,
116484;65;Sweden;Västerbottens län;64;Sävar;20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116485;280;Sweden;Västerbottens län;64.9;Lycksele;18.7;Lycksele;Skogforsk;,Pinus sylvestris,
116486;315;Sweden;Jämtlands län;63.6;Strömsund;15.6;Strömsund;Skogforsk;,Pinus sylvestris,
116487;40;Sweden;Västerbottens län;64.9;Byske;21.1;SkellefteÃ¥;Skogforsk;,Pinus sylvestris,
116488;165;Sweden;Norrbottens län;66.2;Harads;20.9;Boden;Skogforsk;,Pinus sylvestris,
116490;715;Sweden;Kopparbergs län;61.7;Drevdagen, Idre;12.3;;Skogforsk;,Pinus sylvestris,
116491;680;Sweden;Kopparbergs län;61.9;Storfjäten, Idre;13.1;;Skogforsk;,Pinus sylvestris,
116492;505;Sweden;Kopparbergs län;61;MatÃ¥sen, Lima;13.5;;Skogforsk;,Pinus sylvestris,
116493;440;Sweden;Jämtlands län;62.6;Ã…sarna;14;;Skogforsk;,Pinus sylvestris,
116494;280;Sweden;Jämtlands län;62.9;Kälarne;16.1;;Skogforsk;,Pinus sylvestris,
116507;225;Sweden;Västernorrlands län;62.5;Kovland;16.9;Sundsvall;Skogforsk;,Pinus sylvestris,
116508;130;Sweden;Norrbottens län;65.1;PiteÃ¥;21.1;PiteÃ¥;Skogforsk;,Pinus sylvestris,
116509;370;Sweden;Västernorrlands län;62.7;Holm;16.5;Sundsvall;Skogforsk;,Pinus sylvestris,
116510;230;Sweden;Västernorrlands län;63.8;Remmarn;18.3;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116511;155;Sweden;Västerbottens län;64;Flurkmark;20.2;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116512;235;Sweden;Västerbottens län;63.8;Remmaren;18.3;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116513;10;Sweden;Västerbottens län;63.6;Hörnefors;19.9;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116523;370;Sweden;Norrbottens län;66.5;Vajmat;19.3;Jokkmokk;Skogforsk;,Pinus sylvestris,
116524;265;Sweden;Västerbottens län;64.8;Röjnoret;20.1;Norsjö;Skogforsk;,Pinus sylvestris,
116525;535;Sweden;Jämtlands län;62.1;Knättberget;14.2;Härjedalen;Skogforsk;,Pinus sylvestris,
116526;395;Sweden;Jämtlands län;62.2;NorderÃ¥sen;14;Härjedalen;Skogforsk;,Pinus sylvestris,
116527;470;Sweden;Norrbottens län;67;Ätnarova;20.3;Gällivare;Skogforsk;,Pinus sylvestris,
116528;5;Sweden;Västerbottens län;63.8;Sävar (Holmen);20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116529;260;Sweden;Västerbottens län;64.5;Kvarnsele (Ã…msele);19.2;Vindeln;Skogforsk;,Pinus sylvestris,
116530;550;Sweden;Västerbottens län;64.3;Siksjö (Lillögda);17.7;Ã…sele;Skogforsk;,Pinus sylvestris,
116531;65;Sweden;Norrbottens län;65.9;Ã…kerby (Harads);21.2;Boden;Skogforsk;,Pinus sylvestris,
116532;470;Sweden;Norrbottens län;67;Ätnarova (Gällivare);20.3;Gällivare;Skogforsk;,Pinus sylvestris,
116535;455;Sweden;Västerbottens län;62.7;Börjestensbodarna;14.3;Berg;Skogforsk;,Pinus sylvestris,
116536;395;Sweden;Jämtlands län;62.8;Flatnor;14.9;Bräcke;Skogforsk;,Pinus sylvestris,
116537;285;Sweden;Jämtlands län;63;Blomkvisttorpet;16.7;Ragunda;Skogforsk;,Pinus sylvestris,
116550;380;Sweden;Västerbottens län;64.3;Gäddträsk;18.7;Lycksele;Skogforsk;,Pinus sylvestris,
116551;15;Sweden;Västerbottens län;63.8;Sävar;20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
116552;390;Sweden;Västerbottens län;64.3;Gäddträsk;18.7;Lycksele;Skogforsk;,Pinus sylvestris,
116553;390;Sweden;Västerbottens län;65.4;Sorsele;17.9;Sorsele;Skogforsk;,Pinus sylvestris,
116554;560;Sweden;Norrbottens län;65.6;Gullön;18.3;Arvidsjaur;Skogforsk;,Pinus sylvestris,
116555;470;Sweden;Norrbottens län;67;Ätnarova;20.3;Gällivare;Skogforsk;,Pinus sylvestris,
116556;490;Sweden;Jämtlands län;64.3;Lidsjöberget;15.2;Strömsund;Skogforsk;,Pinus sylvestris,
116590;280;Sweden;Västernorrlands län;63.4;Edsele;16.6;SollefteÃ¥;Skogforsk;,Pinus sylvestris,
116591;260;Sweden;Västernorrlands län;63.7;Junsele;16.6;SollefteÃ¥;Skogforsk;,Pinus sylvestris,
116592;40;Sweden;Västerbottens län;63.4;Saluböle hygge;19.2;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116593;50;Sweden;Västerbottens län;63.4;Saluböle skärm;19.2;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116594;520;Sweden;Jämtlands län;62.7;FlÃ¥sjön;13.6;Berg;Skogforsk;,Pinus sylvestris,
116595;460;Sweden;Jämtlands län;62.7;Börtnan;13.9;Berg;Skogforsk;,Pinus sylvestris,
116596;410;Sweden;Västerbottens län;64.4;Idbacka;17.1;Vilhelmina;Skogforsk;,Pinus sylvestris,
116610;480;Sweden;Jämtlands län;61.9;HärjÃ¥sjön;14.2;Härjedalen;Skogforsk;,Pinus sylvestris,
116611;380;Sweden;Västernorrlands län;62.9;Gussjöhöjden;16.8;Sundsvall;Skogforsk;,Pinus sylvestris,
116612;275;Sweden;Västerbottens län;63.9;Stennäs;18.5;Bjurholm;Skogforsk;,Pinus sylvestris,
116692;125;Sweden;Skaraborgs län;58.5;Karlsborg;14.5;;Skogforsk;,Pinus sylvestris,
116693;150;Sweden;Norrbottens län;66.2;Sudok, Ladufors hemman;20.5;Jokkmokk;Skogforsk;,Pinus sylvestris,
116694;35;Sweden;Norrbottens län;65.5;Rosfors;21.4;PiteÃ¥;Skogforsk;,Pinus sylvestris,
116695;550;Sweden;Västerbottens län;65;Bäckstrand;16.4;Vilhelmina;Skogforsk;,Pinus sylvestris,
116696;310;Sweden;Västerbottens län;64.5;Brattfors;18.4;Lycksele;Skogforsk;,Pinus sylvestris,
116697;130;Sweden;Örebro län;58.9;LaxÃ¥;14.6;;Skogforsk;,Pinus sylvestris,
116698;160;Sweden;Gävleborgs län;60.4;Kratte-Masugn, TorsÃ¥ker;16.3;;Skogforsk;,Pinus sylvestris,
116699;400;Sweden;Jämtlands län;63.2;HalÃ¥sen;14.7;;Skogforsk;,Pinus sylvestris,
116700;460;Sweden;Jämtlands län;63.4;Björkvattnet;16;Ragunda;Skogforsk;,Pinus sylvestris,
116712;155;Sweden;Västerbottens län;64;Lilla Flurkmark;20.2;;Skogforsk;,Pinus sylvestris,
116713;245;Sweden;Västerbottens län;64.3;Granö;19.3;;Skogforsk;,Pinus sylvestris,
116714;250;Sweden;;64.5;Villvattnet;20.1;;Skogforsk;,Pinus sylvestris,
116715;250;Sweden;;64.5;Villvattnet, kristall;20.1;;Skogforsk;,Pinus sylvestris,
116716;250;Sweden;;64.5;Villvattnet, näring;20.1;;Skogforsk;,Pinus sylvestris,
116717;275;Sweden;;64.5;Villvattnet, högläggning;20.1;;Skogforsk;,Pinus sylvestris,
116718;270;Sweden;;64.3;Lidsjön, norr;20.2;;Skogforsk;,Pinus sylvestris,
116719;275;Sweden;;64.3;Lidsjön, syd;20.2;;Skogforsk;,Pinus sylvestris,
116720;255;Sweden;;64.1;Vindeln, Tjärnbäck;19.8;;Skogforsk;,Pinus sylvestris,
116721;245;Sweden;;64.6;Manjaurkalven;19.3;;Skogforsk;,Pinus sylvestris,
116722;270;Sweden;;64.5;Petisträsk;19.6;;Skogforsk;,Pinus sylvestris,
116724;;Sweden;;0;Ã…sele;0;;Skogforsk;,Pinus sylvestris,
116725;;Sweden;;0;Sveg;0;;Skogforsk;,Pinus sylvestris,
116726;;Sweden;;0;Bänkerviken;0;;Skogforsk;,Pinus sylvestris,
116728;290;Sweden;Jämtlands län;63.8;Svartön;15.5;;Skogforsk;,Pinus sylvestris,
116729;300;Sweden;Jämtlands län;63.8;Näset;15.5;;Skogforsk;,Pinus sylvestris,
116733;350;Sweden;Jämtlands län;64;Alavattnets skog;15.5;;Skogforsk;,Pinus sylvestris,
116738;200;Sweden;Västernorrlands län;63.5;SvanögÃ¥rden;16.7;;Skogforsk;,Pinus sylvestris,
116761;210;Sweden;Västerbottens län;64.1;Lövbränna, Svartberget;19.4;;Skogforsk;,Pinus sylvestris,
116771;340;Sweden;Västerbottens län;64;Gavsele;17.2;;Skogforsk;,Pinus sylvestris,
116772;245;Sweden;Västerbottens län;64.6;Manjaurkalven;19.3;;Skogforsk;,Pinus sylvestris,
116773;530;Sweden;Västerbottens län;64.4;Vaksjöberget;17.7;;Skogforsk;,Pinus sylvestris,
116774;35;Sweden;Västerbottens län;64.1;Rönnäsvägen;19.6;;Skogforsk;,Pinus sylvestris,
116791;200;Sweden;Västernorrlands län;63.5;Sundmo Plantskolan;16.6;;Skogforsk;,Pinus sylvestris,
116792;245;Sweden;Västerbottens län;64.3;Granö;19.3;;Skogforsk;,Pinus sylvestris,
116793;225;Sweden;Västerbottens län;64.3;Kullsjö II, Vindeln;19.4;;Skogforsk;,Pinus sylvestris,
116794;240;Sweden;Västerbottens län;64.2;Bergmyrberget, Vindeln;19.5;;Skogforsk;,Pinus sylvestris,
116795;235;Sweden;Västerbottens län;64.2;Kullsjö, Vindeln;19.4;;Skogforsk;,Pinus sylvestris,
116796;190;Sweden;Värmlands län;59.7;Bruksmon, Ämtevik;13;;Skogforsk;,Pinus sylvestris,
116797;290;Sweden;Kopparbergs län;60.9;Hattkullen, Siljansfors;14.3;;Skogforsk;,Pinus sylvestris,
116798;260;Sweden;Kopparbergs län;61.2;Vasseln, VÃ¥mhus;14.2;;Skogforsk;,Pinus sylvestris,
116799;410;Sweden;Kopparbergs län;60.9;Venjan;14.1;;Skogforsk;,Pinus sylvestris,
116800;310;Sweden;Kopparbergs län;60.8;Öje, Siljansfors;14;;Skogforsk;,Pinus sylvestris,
116801;405;Sweden;Kopparbergs län;61;Nydalen, Gopshus;14;;Skogforsk;,Pinus sylvestris,
116802;220;Sweden;Västerbottens län;64.2;Renberget, Svartberget;19.7;;Skogforsk;,Pinus sylvestris,
116803;225;Sweden;Västerbottens län;64.2;Renberget, Svartberget;19.7;;Skogforsk;,Pinus sylvestris,
116804;290;Sweden;Kopparbergs län;60.9;Hattkullen, Siljansfors;14.3;;Skogforsk;,Pinus sylvestris,
116805;285;Sweden;Västerbottens län;65.1;Melsträsk;20.4;;Skogforsk;,Pinus sylvestris,
116807;405;Sweden;Västerbottens län;64.1;BeroniussÃ¥dden;18.2;;Skogforsk;,Pinus sylvestris,
116808;300;Sweden;Västerbottens län;64.3;Bäverträsk;18.1;;Skogforsk;,Pinus sylvestris,
116809;280;Sweden;Västerbottens län;64.4;Brännforsliden;19.1;;Skogforsk;,Pinus sylvestris,
116810;280;Sweden;Västerbottens län;64.4;Norsk Hydro;19.1;;Skogforsk;,Pinus sylvestris,
116813;200;Sweden;Norrbottens län;66;Vidsel;20.3;;Skogforsk;,Pinus sylvestris,
116814;210;Sweden;Jämtlands län;62.4;Albacken;16;;Skogforsk;,Pinus sylvestris,
116815;300;Sweden;Jämtlands län;62.4;Bensjö;15.2;;Skogforsk;,Pinus sylvestris,
116816;210;Sweden;Jämtlands län;62.4;Moarna;16;;Skogforsk;,Pinus sylvestris,
116821;300;Sweden;Västerbottens län;65.1;Gargnäs;18;;Skogforsk;,Pinus sylvestris,
116822;250;Sweden;Västerbottens län;64.5;FahlÃ¥ström;18.2;;Skogforsk;,Pinus sylvestris,
116825;210;Sweden;Västernorrlands län;63.2;SANDBACKSMON;18.2;;Skogforsk;,Pinus sylvestris,
116826;320;Sweden;Västerbottens län;64.5;PJÄSÖRN;19.3;;Skogforsk;,Pinus sylvestris,
116827;50;Sweden;Norrbottens län;66.2;Vuollerim;20.3;;Skogforsk;,Pinus sylvestris,
116828;;Sweden;Norrbottens län;0;Sunderbyn;0;;Skogforsk;,Pinus sylvestris,
116829;245;Sweden;Västernorrlands län;63;Graninge;16.5;;Skogforsk;,Pinus sylvestris,
116830;250;Sweden;Kopparbergs län;61.2;Noppikoski;14.5;;Skogforsk;,Pinus sylvestris,
116831;25;Sweden;;59.5;Hakunge-Sotter;18.2;;Skogforsk;,Pinus sylvestris,
116832;370;Sweden;Norrbottens län;65.3;Arvidsjaur;19.1;;Skogforsk;,Pinus sylvestris,
116833;400;Sweden;Norrbottens län;66.2;TÃ¥rrajaure;19.4;;Skogforsk;,Pinus sylvestris,
116834;30;Sweden;Västerbottens län;64;Robertsfors;20.4;;Skogforsk;,Pinus sylvestris,
116835;95;Sweden;Västmanlands län;60;Tärnsjö;16.5;;Skogforsk;,Pinus sylvestris,
116837;70;Sweden;Västmanlands län;60.5;Uppsala Universitet;16.5;;Skogforsk;,Pinus sylvestris,
116838;250;Sweden;Västernorrlands län;63.4;Locksta;18.2;;Skogforsk;,Pinus sylvestris,
116839;220;Sweden;Gävleborgs län;61.2;Voxna;15.2;;Skogforsk;,Pinus sylvestris,
116840;95;Sweden;Gävleborgs län;60.4;Ockelbo;16.4;;Skogforsk;,Pinus sylvestris,
116843;300;Sweden;Jämtlands län;63.4;Strömsund;15.3;;Skogforsk;,Pinus sylvestris,
116844;390;Sweden;Västerbottens län;64.1;Granträsk;18.1;;Skogforsk;,Pinus sylvestris,
116845;140;Sweden;Norrbottens län;67;Kassa Pajala;23.3;;Skogforsk;,Pinus sylvestris,
116846;15;Sweden;Norrbottens län;65.4;Sunderbyn;21.5;;Skogforsk;,Pinus sylvestris,
116847;130;Sweden;Värmlands län;59.4;Ransäter;13.3;;Skogforsk;,Pinus sylvestris,
116848;290;Sweden;Jönköpings län;57.4;Tenhult;14.1;;Skogforsk;,Pinus sylvestris,
116849;110;Sweden;Kalmar län;57.4;Järpekullen;15.4;;Skogforsk;,Pinus sylvestris,
116850;45;Sweden;Västerbottens län;64.2;Vallen;20.5;;Skogforsk;,Pinus sylvestris,
116852;370;Sweden;Västerbottens län;64;Häggsjömon;17.5;;Skogforsk;,Pinus sylvestris,
116854;55;Sweden;Uppsala län;59.5;JärlÃ¥sa;17.1;;Skogforsk;,Pinus sylvestris,
116855;135;Sweden;Kopparbergs län;60.1;Gysinge;16.3;;Skogforsk;,Pinus sylvestris,
116860;170;Sweden;Jönköpings län;57.2;Nissafors;13.3;;Skogforsk;,Pinus sylvestris,
116861;215;Sweden;Västerbottens län;64.2;Hällnäs;19.2;;Skogforsk;,Pinus sylvestris,
116869;475;Sweden;Kopparbergs län;61.2;SÄLEN;13;;Skogforsk;,Pinus sylvestris,
116870;335;Sweden;Norrbottens län;66.5;PAKKO;19.4;;Skogforsk;,Pinus sylvestris,
116871;310;Sweden;Västerbottens län;64;Fredrika;18.1;;Skogforsk;,Pinus sylvestris,
116873;435;Sweden;Gävleborgs län;61.4;Färila;15.3;;Skogforsk;,Pinus sylvestris,
116874;150;Sweden;Värmlands län;60;Hagfors;13.4;;Skogforsk;,Pinus sylvestris,
116875;90;Sweden;Kristianstads län;56.1;Perstorp;13.1;;Skogforsk;,Pinus sylvestris,
116876;60;Sweden;Västmanlands län;60;Styggmossen;16.5;;Skogforsk;,Pinus sylvestris,
116878;330;Sweden;Västerbottens län;64;Ã…SELE;17.3;;Skogforsk;,Pinus sylvestris,
116879;150;Sweden;Värmlands län;59.5;Sundheden;13.4;;Skogforsk;,Pinus sylvestris,
116883;210;Sweden;Kronobergs län;57;Asa;14.5;;Skogforsk;,Pinus sylvestris,
116884;145;Sweden;Jönköpings län;57.2;Vetlanda;15.1;;Skogforsk;,Pinus sylvestris,
116885;170;Sweden;Kopparbergs län;61;Rättvik;14.5;;Skogforsk;,Pinus sylvestris,
116886;200;Sweden;#NAME?;58.5;Ã…LTJÄRNMOSSEN;11.4;;Skogforsk;,Pinus sylvestris,
116888;240;Sweden;Gävleborgs län;62.1;RAMSJÖ;15.3;;Skogforsk;,Pinus sylvestris,
116889;220;Sweden;Värmlands län;59.5;Munkfors;13.3;;Skogforsk;,Pinus sylvestris,
116892;370;Sweden;Värmlands län;60.3;Bjurberget;12.4;;Skogforsk;,Pinus sylvestris,
116893;220;Sweden;Jönköpings län;57.3;Vaggeryd;14;;Skogforsk;,Pinus sylvestris,
116895;120;Sweden;Norrbottens län;66.1;Lakaträsk;21.2;;Skogforsk;,Pinus sylvestris,
116896;350;Sweden;Gävleborgs län;61;Ã…MOT;16.1;;Skogforsk;,Pinus sylvestris,
116899;350;Sweden;Gävleborgs län;61.3;Vallsta;16.1;;Skogforsk;,Pinus sylvestris,
116908;390;Sweden;Jämtlands län;62.2;Östavall;15.3;;Skogforsk;,Pinus sylvestris,
116909;340;Sweden;Västernorrlands län;62.2;Mellansjö;15.4;;Skogforsk;,Pinus sylvestris,
116911;620;Sweden;Jämtlands län;62;Lofsdalen;13.3;;Skogforsk;,Pinus sylvestris,
116913;220;Sweden;Västerbottens län;64.1;Vindeln;19.2;;Skogforsk;,Pinus sylvestris,
116918;135;Sweden;Västmanlands län;59.4;RIDDARHYTTAN;15.3;;Skogforsk;,Pinus sylvestris,
116920;200;Sweden;Örebro län;59.3;NORA;14.4;;Skogforsk;,Pinus sylvestris,
116921;160;Sweden;Jönköpings län;57.1;GISLAVED;13.3;;Skogforsk;,Pinus sylvestris,
116922;180;Sweden;Jönköpings län;57.2;SKILLINGARYD;13.5;;Skogforsk;,Pinus sylvestris,
116930;;Sweden;;0;ÄNGSARVTET;0;;Skogforsk;,Pinus sylvestris,
116931;310;Sweden;Jämtlands län;63;Fansberget;16.4;;Skogforsk;,Pinus sylvestris,
116932;260;Sweden;Norrbottens län;65.4;TSÃ…KASLIDEN;19.5;;Skogforsk;,Pinus sylvestris,
116933;175;Sweden;Norrbottens län;65.4;NATTBERGSHEDEN;20.2;;Skogforsk;,Pinus sylvestris,
116934;245;Sweden;Västernorrlands län;63.3;VÄSTANBÄCKSMON;17.2;;Skogforsk;,Pinus sylvestris,
116935;395;Sweden;Jämtlands län;62;Billingssjön;14;;Skogforsk;,Pinus sylvestris,
116936;75;Sweden;Gävleborgs län;60.1;Kolartorp;17;;Skogforsk;,Pinus sylvestris,
116937;170;Sweden;Jönköpings län;57.2;NISSAFORS;13.3;;Skogforsk;,Pinus sylvestris,
116938;230;Sweden;Gävleborgs län;61.5;BJURÃ…KER;16.3;;Skogforsk;,Pinus sylvestris,
116939;130;Sweden;Östergötlands län;58.4;Medevi;15;;Skogforsk;,Pinus sylvestris,
116940;120;Sweden;Kristianstads län;56.2;Markaryd;13.3;;Skogforsk;,Pinus sylvestris,
116941;315;Sweden;Gävleborgs län;62.1;Ramsjö;15.3;;Skogforsk;,Pinus sylvestris,
116942;230;Sweden;Kronobergs län;56.5;Kosta;15.2;;Skogforsk;,Pinus sylvestris,
116943;200;Sweden;Västerbottens län;64.1;Hednäs;19.2;;Skogforsk;,Pinus sylvestris,
116944;110;Sweden;Värmlands län;59.4;Ransäter;13.3;;Skogforsk;,Pinus sylvestris,
116945;230;Sweden;Kronobergs län;56.5;Alnafyl;15.2;;Skogforsk;,Pinus sylvestris,
116946;240;Sweden;Kronobergs län;56.5;Västra Fly;15.1;;Skogforsk;,Pinus sylvestris,
116947;270;Sweden;Gävleborgs län;62;Furuberg;16.3;;Skogforsk;,Pinus sylvestris,
116949;65;Sweden;Uppsala län;59.5;Altuna;16.5;;Skogforsk;,Pinus sylvestris,
116950;50;Sweden;Stockholms län;59.2;Stäket;17.5;;Skogforsk;,Pinus sylvestris,
116951;80;Sweden;Norrbottens län;66.3;Lansjärv;22.2;;Skogforsk;,Pinus sylvestris,
116952;182;Sweden;Jönköpings län;57.1;Ohs;14.2;;Skogforsk;,Pinus sylvestris,
116953;182;Sweden;Jönköpings län;57.1;Ohs;14.2;;Skogforsk;,Pinus sylvestris,
116954;50;Sweden;Södermanlands län;58.5;Katrineholm;16;;Skogforsk;,Pinus sylvestris,
116955;165;Sweden;Kronobergs län;56.4;Nöttja;13.4;;Skogforsk;,Pinus sylvestris,
116956;150;Sweden;#NAME?;58.5;Dals-Ed;11.5;;Skogforsk;,Pinus sylvestris,
116958;30;Sweden;Uppsala län;59.5;Almunge del A o B;18.1;;Skogforsk;,Pinus sylvestris,
116959;145;Sweden;Kronobergs län;63.1;Unnaryd;13.3;;Skogforsk;,Pinus sylvestris,
116960;50;Sweden;Västerbottens län;64.1;Robertsfors;20.4;;Skogforsk;,Pinus sylvestris,
116961;210;Sweden;Jönköpings län;57.3;Öreryd;13.4;;Skogforsk;,Pinus sylvestris,
