nro;altitude;country;county;latitude;localname;abs(longitude);municipality;res_org;treespecies
115273;300;Sweden;Jämtlands län;62.9;HÃ¥sjö;16.3;Bräcke;Skogforsk;,Pinus sylvestris,
115276;330;Sweden;Västerbottens län;64.2;Pilsnerhygget;16.5;Dorotea;Skogforsk;,Pinus sylvestris,
115277;330;Sweden;Västerbottens län;64.2;Pilsnerhygget;16.5;Dorotea;Skogforsk;,Pinus sylvestris,
115286;150;Sweden;Västernorrlands län;63.1;Storbränna;17;;Skogforsk;,Pinus sylvestris,
115312;200;Sweden;Västernorrlands län;63.5;Sundmo Plantskola;16.6;;Skogforsk;,Pinus sylvestris,
115315;310;Sweden;Jämtlands län;63;BispgÃ¥rden;16.6;;Skogforsk;,Pinus sylvestris,
115336;155;Sweden;Västerbottens län;64;Flurkmark;20.2;;Skogforsk;,Pinus sylvestris,
115337;155;Sweden;Västerbottens län;64;Flurkmark;20.2;UmeÃ¥;Skogforsk;,Pinus sylvestris,
115349;330;Sweden;Västerbottens län;64.4;Umgransele;18.1;Lycksele;Skogforsk;,Pinus sylvestris,
115357;10;Sweden;Västerbottens län;63.9;Sävar;20.5;UmeÃ¥;Skogforsk;,Pinus sylvestris,
115359;10;Sweden;Västerbottens län;63.9;Sävar;20.5;;Skogforsk;,Pinus sylvestris,
115373;285;Sweden;Gävleborgs län;60.5;Kopparfors (MÃ¥cksjön);16.2;Hofors;Skogforsk;,Pinus sylvestris,
115380;165;Sweden;Kronobergs län;57.1;Hörle Bruk, Värnamo;14;Värnamo;Skogforsk;,Pinus sylvestris,
115490;570;Sweden;Kopparbergs län;61.6;Hornberget, Särna;13.3;Älvdalen;Skogforsk;,Pinus sylvestris,
115498;60;Sweden;Gävleborgs län;60.2;NÄSSJA Talldemoförsök;16.7;Sandviken;Skogforsk;,Pinus sylvestris,
115508;155;Sweden;Kronobergs län;56.7;Hallarp, Ljungby;13.6;;Skogforsk;,Pinus sylvestris,
115509;160;Sweden;Östergötlands län;58.1;RÃ¥ckarp, Boxholm;15.2;;Skogforsk;,Pinus sylvestris,
115534;90;Sweden;Östergötlands län;58.8;Rullebacka, FinspÃ¥ng;15.6;FinspÃ¥ng;Skogforsk;,Pinus sylvestris,
115535;100;Sweden;Östergötlands län;58.3;Sya, Mjölby;15.1;Mjölby;Skogforsk;,Pinus sylvestris,
115536;90;Sweden;Östergötlands län;58.8;Rullebacka, FinspÃ¥ng;15.6;FinspÃ¥ng;Skogforsk;,Pinus sylvestris,
115543;10;Sweden;SkÃ¥ne län (Kristianstad);55.8;Vittskövle, Kristianstad;14.1;Kristianstad;Skogforsk;,Pinus sylvestris,
115546;150;Sweden;SkÃ¥ne län (Kristianstad);56.4;Lönsboda, Osby;14.3;Osby;Skogforsk;,Pinus sylvestris,
115547;10;Sweden;SkÃ¥ne län (Kristianstad);55.8;Furuboda, Kristianstad;14.1;Kristianstad;Skogforsk;,Pinus sylvestris,
115549;30;Sweden;SkÃ¥ne län (Malmöhus);55.6;Vomb, Lund;13.5;Lund;Skogforsk;,Pinus sylvestris,
115564;150;Sweden;SkÃ¥ne län (Malmöhus);56;Dragesholm-Nyhus, Svalöv;13.1;Svalöv;Skogforsk;,Pinus sylvestris,
115571;230;Sweden;Kronobergs län;56.9;Sköna Lyckorna, Kosta, Lessebo;15.3;Uppvidinge;Skogforsk;,Pinus sylvestris,
115573;10;Sweden;Kalmar län;57;Kronobäck, MönsterÃ¥s;16.4;MönsterÃ¥s;Skogforsk;,Pinus sylvestris,
115575;120;Sweden;Örebro län;58.9;Rönneshytta, Askersund;15;Askersund;Skogforsk;,Pinus sylvestris,
115590;80;Sweden;Hallands län;56.6;Tönnersjö-Nybyggabergsvägen, ;13;Svenljunga;Skogforsk;,Pinus sylvestris,
115591;100;Sweden;SkÃ¥ne län (Kristianstad);56;Svenstorp, Matteröd, Hässlehol;13.6;Hässleholm;Skogforsk;,Pinus sylvestris,
115592;20;Sweden;Kalmar län;56.5;Gräsgärde, Arby, Kalmar;16.1;Kalmar;Skogforsk;,Pinus sylvestris,
115594;165;Sweden;Jönköpings län;57.2;Hörle, Värnamo;14;Värnamo;Skogforsk;,Pinus sylvestris,
115597;170;Sweden;Hallands län;56.7;Hilleshult, Halmstad;13.2;;Skogforsk;,Pinus sylvestris,
115598;100;Sweden;SkÃ¥ne län (Kristianstad);56;Svenstorp, Matteröd, Hässlehol;13.6;;Skogforsk;,Pinus sylvestris,
115600;45;Sweden;Kalmar län;56.7;Dansbo, Trekanten, Kalmar;16.1;;Skogforsk;,Pinus sylvestris,
115601;200;Sweden;Kronobergs län;57;Sevedstorp, BraÃ¥s, Växjö;15;;Skogforsk;,Pinus sylvestris,
115602;165;Sweden;Jönköpings län;59;Hörle, Värnamo;13.9;;Skogforsk;,Pinus sylvestris,
115603;185;Sweden;Östergötlands län;58.1;Sand, Nykil, Linköping;15.5;;Skogforsk;,Pinus sylvestris,
115604;25;Sweden;Gotlands län;57.4;Sandäskes, Sanda, Gotland;18.2;;Skogforsk;,Pinus sylvestris,
115605;65;Sweden;Östergötlands län;58.7;Petterslund, Risinge, FinspÃ¥ng;15.8;;Skogforsk;,Pinus sylvestris,
115623;195;Sweden;Jönköpings län;57.5;Fluxerum, Karlstorp, Vetlanda;15.5;Vetlanda;Skogforsk;,Pinus sylvestris,
115624;190;Sweden;Kronobergs län;56.7;Slätthult, Lessebo;15.3;Lessebo;Skogforsk;,Pinus sylvestris,
115625;115;Sweden;SkÃ¥ne län (Kristianstad);55.6;Tunbyholm, Tomelilla;14.1;Tomelilla;Skogforsk;,Pinus sylvestris,
115626;155;Sweden;Kronobergs län;56.8;Förarp, Ljungby;14;Ljungby;Skogforsk;,Pinus sylvestris,
115628;195;Sweden;Jönköpings län;57.5;Fluxerum, Karlstorp, Vetlanda;15.5;Vetlanda;Skogforsk;,Pinus sylvestris,
115630;190;Sweden;Kronobergs län;56.7;Slätthult, Lessebo;15.3;Lessebo;Skogforsk;,Pinus sylvestris,
115631;115;Sweden;SkÃ¥ne län (Kristianstad);55.6;Tunbyholm, Tomelilla;14.1;Tomelilla;Skogforsk;,Pinus sylvestris,
115634;155;Sweden;Kronobergs län;56.8;Förarp, Ljungby;14;Ljungby;Skogforsk;,Pinus sylvestris,
115635;195;Sweden;Jönköpings län;57.5;Fluxerum, Karlstorp, Vetlanda;15.5;Vetlanda;Skogforsk;,Pinus sylvestris,
115636;115;Sweden;SkÃ¥ne län (Kristianstad);55.6;Tunbyholm, Tomelilla;14.1;Tomelilla;Skogforsk;,Pinus sylvestris,
115637;190;Sweden;Kronobergs län;56.7;Slätthult, Lessebo;15.3;Lessebo;Skogforsk;,Pinus sylvestris,
115638;190;Sweden;Kronobergs län;56.7;Slätthult, Lessebo;15.3;Lessebo;Skogforsk;,Pinus sylvestris,
115639;220;Sweden;Jönköpings län;57.5;Bratteborg, Vaggeryd;14.1;Vaggeryd;Skogforsk;,Pinus sylvestris,
115640;20;Sweden;Kalmar län;56.4;Värnanäs, Halltorp, Kalmar;16.1;Kalmar;Skogforsk;,Pinus sylvestris,
115641;195;Sweden;Jönköpings län;57.5;Fluxerum, Karlstorp, Vetlanda;15.5;Vetlanda;Skogforsk;,Pinus sylvestris,
115642;175;Sweden;Kronobergs län;56.8;Öjaböke, Lidhult, Ljungby;13.4;Ljungby;Skogforsk;,Pinus sylvestris,
115643;195;Sweden;Jönköpings län;57.5;Fluxerum, Karlstorp, Vetlanda;15.5;Vetlanda;Skogforsk;,Pinus sylvestris,
115644;190;Sweden;Kronobergs län;56.7;Slätthult, Lessebo;15.3;Lessebo;Skogforsk;,Pinus sylvestris,
115645;220;Sweden;Jönköpings län;57.5;Bratteborg, Vaggeryd;14.1;Vaggeryd;Skogforsk;,Pinus sylvestris,
115646;175;Sweden;Kronobergs län;56.8;Öjaböke, Lidhult, Ljungby;13.4;Ljungby;Skogforsk;,Pinus sylvestris,
115647;20;Sweden;Kalmar län;56.4;Värnanäs, Halltorp, Kalmar;16.1;Kalmar;Skogforsk;,Pinus sylvestris,
115648;195;Sweden;Jönköpings län;57.5;Fluxerum, Karlstorp, Vetlanda;15.5;Vetlanda;Skogforsk;,Pinus sylvestris,
115649;190;Sweden;Kronobergs län;56.7;Slätthult, Lessebo;15.3;Lessebo;Skogforsk;,Pinus sylvestris,
115650;175;Sweden;Kronobergs län;56.8;Öjaböke, Lidhult, Ljungby;13.4;Ljungby;Skogforsk;,Pinus sylvestris,
115651;20;Sweden;Kalmar län;56.4;Värnanäs, Halltorp, Kalmar;16.1;Kalmar;Skogforsk;,Pinus sylvestris,
115652;195;Sweden;Jönköpings län;57.5;Fluxerum, Karlstorp, Vetlanda;15.5;Vetlanda;Skogforsk;,Pinus sylvestris,
115653;175;Sweden;Kronobergs län;56.8;Öjaböke, Lidhult, Ljungby;13.4;Ljungby;Skogforsk;,Pinus sylvestris,
115654;20;Sweden;Kalmar län;56.4;Värnanäs, Halltorp, Kalmar;16.1;Kalmar;Skogforsk;,Pinus sylvestris,
115655;225;Sweden;Jönköpings län;57.5;Bölö, Karlstorp, Vetlanda;15.6;;Skogforsk;,Pinus sylvestris,
115656;140;Sweden;Kalmar län;57.7;Norrkvill, Vimmerby;15.5;;Skogforsk;,Pinus sylvestris,
115657;55;Sweden;Kalmar län;56.6;Tvärskog, Kalmar;16;;Skogforsk;,Pinus sylvestris,
115666;225;Sweden;Jönköpings län;57.5;Bölö, Karlstorp, Vetlanda;15.6;;Skogforsk;,Pinus sylvestris,
115667;150;Sweden;Kronobergs län;56.5;Ã…lshult, Tingsryd;14.6;;Skogforsk;,Pinus sylvestris,
115668;55;Sweden;Hallands län;56.9;Hjuleberg, Falkenberg;12.7;;Skogforsk;,Pinus sylvestris,
115669;210;Sweden;Jönköpings län;57.7;Beth 2:5 2:6, Jönköping;13.9;;Skogforsk;,Pinus sylvestris,
115670;40;Sweden;Kalmar län;58;Ravenäs 1:1, Eds bruk, Västerv;16.5;;Skogforsk;,Pinus sylvestris,
115671;70;Sweden;Östergötlands län;58.8;Kolvetorp 1:2-6, FinspÃ¥ng;15.7;;Skogforsk;,Pinus sylvestris,
115722;80;Sweden;SkÃ¥ne län (Malmöhus);55.9;Ekebo-Stormhygget, Svalöv;13.1;;Skogforsk;,Pinus sylvestris,
115748;190;Sweden;Jönköpings län;57.6;Ingatorp, Eksjö;15.4;Eksjö;Skogforsk;,Pinus sylvestris,
115749;10;Sweden;Kalmar län;56.4;Värnanäs, Halltorp, Kalmar;16.1;Kalmar;Skogforsk;,Pinus sylvestris,
115750;190;Sweden;Jönköpings län;57.6;Ingatorp, Eksjö;15.4;;Skogforsk;,Pinus sylvestris,
115751;10;Sweden;Kalmar län;56.4;Värnanäs, Halltorp, Kalmar;16.1;;Skogforsk;,Pinus sylvestris,
115765;240;Sweden;Kronobergs län;57.1;Asa Karlgrundsvägen, Växjö;14.7;;Skogforsk;,Pinus sylvestris,
115766;170;Sweden;Älvsborgs län;57.2;Kalv-Arvidstorp, Svenljunga;13;;Skogforsk;,Pinus sylvestris,
115767;240;Sweden;Kronobergs län;57.1;Asa Karlgrundsvägen, Växjö;14.7;;Skogforsk;,Pinus sylvestris,
115768;170;Sweden;Kalmar län;57.7;Gallebo, Södra Vi, Vimmerby;15.7;;Skogforsk;,Pinus sylvestris,
115769;240;Sweden;Kronobergs län;57.1;Asa Karlgrundsvägen, Växjö;14.7;Växjö;Skogforsk;,Pinus sylvestris,
115771;170;Sweden;Kalmar län;57.7;Gallebo, Södra Vi, Vimmerby;15.7;Vimmerby;Skogforsk;,Pinus sylvestris,
115789;150;Sweden;Kalmar län;57.5;Storebro-Sjundekvill, Vimmerby;15.8;;Skogforsk;,Pinus sylvestris,
115790;150;Sweden;Kronobergs län;56.9;Hallsjö, Toftaholm, Ljungby;14;;Skogforsk;,Pinus sylvestris,
116054;165;Sweden;Örebro län;59.5;Striberg;14.9;Nora;Skogforsk;,Pinus sylvestris,
116055;265;Sweden;Värmlands län;59.8;Salungen;12.7;;Skogforsk;,Pinus sylvestris,
116056;120;Sweden;Västmanlands län;59.7;Färna;15.7;;Skogforsk;,Pinus sylvestris,
116057;125;Sweden;Skaraborgs län;58.5;Karlsborg;14.4;;Skogforsk;,Pinus sylvestris,
116058;;Sweden;Västernorrlands län;63.4;GideÃ¥;18.9;;Skogforsk;,Pinus sylvestris,
116059;60;Sweden;Gävleborgs län;0;Friggesund;0;;Skogforsk;,Pinus sylvestris,
116060;200;Sweden;Värmlands län;60.1;Lekvattnet, Torsby;12.6;Torsby;Skogforsk;,Pinus sylvestris,
116061;340;Sweden;Örebro län;59.9;Älvhöjden, Ljusnarsberg;14.7;Ljusnarsberg;Skogforsk;,Pinus sylvestris,
116062;510;Sweden;Värmlands län;60.8;BringsÃ¥storpet, Torsby;12.4;Torsby;Skogforsk;,Pinus sylvestris,
116064;350;Sweden;Värmlands län;60.6;Bograngen, Torsby;12.6;Torsby;Skogforsk;,Pinus sylvestris,
116065;165;Sweden;Älvsborgs län;57.6;MÖLNARED, MARK;13.1;Svenljunga;Skogforsk;,Pinus sylvestris,
116067;125;Sweden;Göteborgs och Bohus län;58.1;MÃ¥röd, Lilla Edet;12;Lilla Edet;Skogforsk;,Pinus sylvestris,
116068;260;Sweden;Örebro län;59.8;Ramsberg (Almhöjden);15.3;Lindesberg;Skogforsk;,Pinus sylvestris,
116069;90;Sweden;Gävleborgs län;60.5;BERGAVALLEN, Ã…RSUNDA;16.8;Sandviken;Skogforsk;,Pinus sylvestris,
116073;85;Sweden;Östergötlands län;58.7;Myrkärret, FinspÃ¥ng;16;FinspÃ¥ng;Skogforsk;,Pinus sylvestris,
116074;120;Sweden;Örebro län;59;Hallsberg;15;Askersund;Skogforsk;,Pinus sylvestris,
116075;100;Sweden;Västmanlands län;60;Rosshyttan, Västerfärnebo;16.3;Sala;Skogforsk;,Pinus sylvestris,
116076;320;Sweden;Värmlands län;60;Axland, Bogen;12.6;Arvika;Skogforsk;,Pinus sylvestris,
116077;305;Sweden;Värmlands län;60.1;Neva, Rämmen;14.1;Filipstad;Skogforsk;,Pinus sylvestris,
116078;175;Sweden;Värmlands län;59.6;Brattforsheden (Filipstad);14;Filipstad;Skogforsk;,Pinus sylvestris,
116079;60;Sweden;Södermanlands län;58.9;Trollesund;17.1;Nyköping;Skogforsk;,Pinus sylvestris,
116080;123;Sweden;Skaraborgs län;58.6;TIVEDEN;14.4;Karlsborg;Skogforsk;,Pinus sylvestris,
116081;245;Sweden;Skaraborgs län;58;HÖKENSÃ…S;14;Tidaholm;Skogforsk;,Pinus sylvestris,
116082;320;Sweden;Kopparbergs län;60;Fredriksberg;14.6;;Skogforsk;,Pinus sylvestris,
116083;375;Sweden;Kopparbergs län;60.3;Äppelbo;13.9;Vansbro;Skogforsk;,Pinus sylvestris,
116087;105;Sweden;Västmanlands län;60;Tärnsjö;16.8;Heby;Skogforsk;,Pinus sylvestris,
116088;275;Sweden;Kopparbergs län;60.5;Ryggen;15.9;Falun;Skogforsk;,Pinus sylvestris,
116091;130;Sweden;Värmlands län;59.9;Sörby;13.5;Hagfors;Skogforsk;,Pinus sylvestris,
116094;215;Sweden;Värmlands län;59.7;Filipstad;14.1;Filipstad;Skogforsk;,Pinus sylvestris,
116095;250;Sweden;Värmlands län;60.3;Stöllet;13.2;Torsby;Skogforsk;,Pinus sylvestris,
116096;130;Sweden;Värmlands län;59.9;Sörby;13.5;Hagfors;Skogforsk;,Pinus sylvestris,
116097;95;Sweden;Värmlands län;59.4;Kärne;13.3;Karlstad;Skogforsk;,Pinus sylvestris,
116099;195;Sweden;Älvsborgs län;57.5;Ljungsarp;13.6;Tranemo;Skogforsk;,Pinus sylvestris,
116100;170;Sweden;Västmanlands län;60;Norberg;15.8;Fagersta;Skogforsk;,Pinus sylvestris,
116101;25;Sweden;Uppsala län;60.5;Älvkarleby;17.4;Älvkarleby;Skogforsk;,Pinus sylvestris,
116102;295;Sweden;Kopparbergs län;61.1;LinÃ¥sen;15.4;Rättvik;Skogforsk;,Pinus sylvestris,
116103;285;Sweden;Gävleborgs län;60.8;HÄLLKNIPPAN,JÄDRAÃ…S;16.3;Ockelbo;Skogforsk;,Pinus sylvestris,
116104;235;Sweden;Gävleborgs län;60.8;HÄSTÃ…SEN,OCKELBO;16.5;Ockelbo;Skogforsk;,Pinus sylvestris,
116105;140;Sweden;Örebro län;58.8;Finnerödja;14.4;LaxÃ¥;Skogforsk;,Pinus sylvestris,
116106;95;Sweden;Västmanlands län;59.9;Västerfärnebo;16.3;Sala;Skogforsk;,Pinus sylvestris,
116107;245;Sweden;Örebro län;59.8;RAMSBERG;15.1;Lindesberg;Skogforsk;,Pinus sylvestris,
116108;120;Sweden;Örebro län;58.9;Rönneshytta;15;Askersund;Skogforsk;,Pinus sylvestris,
116110;340;Sweden;Gävleborgs län;61.7;Stensvallen, Järvsö;16.4;Ljusdal;Skogforsk;,Pinus sylvestris,
116111;220;Sweden;Gävleborgs län;61.4;Lövriset, Voxna;15.4;OvanÃ¥ker;Skogforsk;,Pinus sylvestris,
116116;210;Sweden;Kopparbergs län;61.2;Orsa (Tallhed);14.7;Orsa;Skogforsk;,Pinus sylvestris,
116117;180;Sweden;Värmlands län;60.4;Kristinefors;12.8;Torsby;Skogforsk;,Pinus sylvestris,
116118;200;Sweden;Gävleborgs län;61.3;Voxna;15.6;OvanÃ¥ker;Skogforsk;,Pinus sylvestris,
116119;140;Sweden;Värmlands län;60;RÃ¥da (Steghon), Hagfors;13.5;Hagfors;Skogforsk;,Pinus sylvestris,
116120;460;Sweden;Kopparbergs län;61.1;Sälen (Osanden);13.2;Malung;Skogforsk;,Pinus sylvestris,
116122;80;Sweden;Värmlands län;59.6;Brunsberg;12.9;Arvika;Skogforsk;,Pinus sylvestris,
116123;140;Sweden;Värmlands län;60;RÃ¥da, RÃ¥daheden;13.5;Hagfors;Skogforsk;,Pinus sylvestris,
116124;210;Sweden;Kopparbergs län;61.1;Bäcka, Orsa;14.5;Orsa;Skogforsk;,Pinus sylvestris,
116125;300;Sweden;Kopparbergs län;60;Hällsjön, Ludvika;15.1;Smedjebacken;Skogforsk;,Pinus sylvestris,
116126;270;Sweden;Kopparbergs län;60.6;Van, Vansbro;14.1;Vansbro;Skogforsk;,Pinus sylvestris,
116128;360;Sweden;Värmlands län;60.7;Sysslebäck (Gammelängsberget);12.7;Torsby;Skogforsk;,Pinus sylvestris,
116130;455;Sweden;Kopparbergs län;61.2;Hedbodarna, Älvdalen;13.5;Älvdalen;Skogforsk;,Pinus sylvestris,
116131;220;Sweden;Gävleborgs län;62.1;Ramsjö;15.6;Ljusdal;Skogforsk;,Pinus sylvestris,
116132;290;Sweden;Gävleborgs län;62;Hennan;15.8;Ljusdal;Skogforsk;,Pinus sylvestris,
116133;450;Sweden;Kopparbergs län;60.9;Lima (Örviken);12.9;Malung;Skogforsk;,Pinus sylvestris,
116135;455;Sweden;Kopparbergs län;61.2;HEDBODARNA, ÄLVDALEN;13.5;Älvdalen;Skogforsk;,Pinus sylvestris,
116136;280;Sweden;Gävleborgs län;62;Hennan;15.8;Ljusdal;Skogforsk;,Pinus sylvestris,
116142;145;Sweden;Örebro län;58.8;Stenboda (Ö. Laxsjön), Askersu;14.7;Askersund;Skogforsk;,Pinus sylvestris,
116143;90;Sweden;Skaraborgs län;58.5;RÃ¥da, Lidköping;13;Lidköping;Skogforsk;,Pinus sylvestris,
116144;495;Sweden;Kopparbergs län;61.5;SÄRNSTUGAN SÄRNA;13.3;Älvdalen;Skogforsk;,Pinus sylvestris,
116145;100;Sweden;Gävleborgs län;60.4;Bastfallet;16.7;Sandviken;Skogforsk;,Pinus sylvestris,
116146;220;Sweden;Gävleborgs län;62.1;Ramsjö;15.6;Ljusdal;Skogforsk;,Pinus sylvestris,
116147;355;Sweden;Kopparbergs län;61.4;Bössbo , Älvdalen;14;Älvdalen;Skogforsk;,Pinus sylvestris,
116151;700;Sweden;Kopparbergs län;62;HÄGGSBERGET, IDRE;13.1;Älvdalen;Skogforsk;,Pinus sylvestris,
116154;495;Sweden;Kopparbergs län;61.5;SÄRNSTUGAN, Särna;13.3;Älvdalen;Skogforsk;,Pinus sylvestris,
116155;455;Sweden;Kopparbergs län;61.2;HEDBODARNA, ÄLVDALEN;13.5;Älvdalen;Skogforsk;,Pinus sylvestris,
116158;405;Sweden;Kopparbergs län;61.4;Husvallsgölen;13;Malung;Skogforsk;,Pinus sylvestris,
116159;245;Sweden;Gävleborgs län;62;Hennan;16;Ljusdal;Skogforsk;,Pinus sylvestris,
116160;220;Sweden;Kopparbergs län;61.2;Tallhed, Orsa;14.7;Orsa;Skogforsk;,Pinus sylvestris,
116161;405;Sweden;Kopparbergs län;61.4;Husvallgölen (Husvallsgölen);13;Malung;Skogforsk;,Pinus sylvestris,
116168;115;Sweden;Skaraborgs län;58.4;Ledsjömo, Götene;13.5;Götene;Skogforsk;,Pinus sylvestris,
116169;115;Sweden;Skaraborgs län;58.4;Ledsjömo, Götene;13.5;Götene;Skogforsk;,Pinus sylvestris,
116170;270;Sweden;Kopparbergs län;60.6;Vansbro;14.1;Vansbro;Skogforsk;,Pinus sylvestris,
116171;110;Sweden;Gävleborgs län;60.4;Bastfallet, Österfärnebo;16.7;Sandviken;Skogforsk;,Pinus sylvestris,
116173;80;Sweden;Värmlands län;59.6;Drögsnäs, Brunsberg;12.9;Arvika;Skogforsk;,Pinus sylvestris,
116176;165;Sweden;Värmlands län;60;Gräsmark;12.9;Sunne;Skogforsk;,Pinus sylvestris,
116185;425;Sweden;Värmlands län;60.7;LÃ¥ngberget, Sysslebäck;12.8;Torsby;Skogforsk;,Pinus sylvestris,
116186;380;Sweden;Kopparbergs län;61.3;Bössbo , Älvdalen;14.1;Älvdalen;Skogforsk;,Pinus sylvestris,
116187;240;Sweden;Värmlands län;60.2;Runnsjön, Östmark;12.7;Torsby;Skogforsk;,Pinus sylvestris,
116188;295;Sweden;Kopparbergs län;60.9;Vika, Mora;14.3;Mora;Skogforsk;,Pinus sylvestris,
116192;175;Sweden;Kopparbergs län;60.4;Stjärnsund;16.2;Hedemora;Skogforsk;,Pinus sylvestris,
116193;295;Sweden;Västernorrlands län;62;Krankmyrvägen,Torpshammar;16.5;Hudiksvall;Skogforsk;,Pinus sylvestris,
116194;105;Sweden;Västernorrlands län;62.2;Sörlindsjö;17;Sundsvall;Skogforsk;,Pinus sylvestris,
116195;180;Sweden;Jämtlands län;62.9;ÖsterÃ¥sen, BispgÃ¥rden;16.6;Ragunda;Skogforsk;,Pinus sylvestris,
116196;125;Sweden;Örebro län;59.7;Grimsö , Lindesberg;15.5;Lindesberg;Skogforsk;,Pinus sylvestris,
116197;175;Sweden;Kopparbergs län;60.4;Stjärnsund;16.2;Falun;Skogforsk;,Pinus sylvestris,
116210;130;Sweden;Skaraborgs län;58.6;Karlsborg;14.4;Karlsborg;Skogforsk;,Pinus sylvestris,
116211;195;Sweden;Örebro län;59.5;Striberg , Gyttorp;14.9;Nora;Skogforsk;,Pinus sylvestris,
116212;90;Sweden;Västmanlands län;59.6;Kolsva;15.8;Köping;Skogforsk;,Pinus sylvestris,
116213;185;Sweden;Värmlands län;59.7;Bruksmon , SvartÃ¥na;12.9;Arvika;Skogforsk;,Pinus sylvestris,
116246;365;Sweden;Norrbottens län;66.5;Lenatorp;20.1;;Skogforsk;,Pinus sylvestris,
116247;250;Sweden;Norrbottens län;67.3;Saittarova;22.2;;Skogforsk;,Pinus sylvestris,
116248;350;Sweden;Norrbottens län;67.8;Parkalompolo;22.8;;Skogforsk;,Pinus sylvestris,
116250;204;Sweden;Västerbottens län;64.3;Lillsele;19;;Skogforsk;,Pinus sylvestris,
116251;85;Sweden;Jämtlands län;65;Byske;21;;Skogforsk;,Pinus sylvestris,
116252;155;Sweden;Norrbottens län;66.3;Rimjokk;20.7;;Skogforsk;,Pinus sylvestris,
116253;90;Sweden;Norrbottens län;66.6;Gärdforsberget;22;;Skogforsk;,Pinus sylvestris,
116254;75;Sweden;Västerbottens län;63.9;Bäcksjön;20.3;;Skogforsk;,Pinus sylvestris,
116255;380;Sweden;Västerbottens län;65.1;Sultenträsk;17.4;;Skogforsk;,Pinus sylvestris,
116256;360;Sweden;Norrbottens län;67.1;Dokkas;21.3;;Skogforsk;,Pinus sylvestris,
116257;186;Sweden;Västernorrlands län;63.1;Helgum;16.9;;Skogforsk;,Pinus sylvestris,
116260;560;Sweden;Kopparbergs län;61.3;Bösjön;14.2;;Skogforsk;,Pinus sylvestris,
116261;465;Sweden;Kopparbergs län;61.2;Arnberget;14.4;;Skogforsk;,Pinus sylvestris,
116272;445;Sweden;Västernorrlands län;62.5;Botjärn;15.3;Ã…nge;Skogforsk;,Pinus sylvestris,
116273;325;Sweden;Västernorrlands län;63.9;Tjäl Rönningsberget;17.2;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
116274;300;Sweden;Jämtlands län;63.6;Andviken Föllinge;14.6;Krokom;Skogforsk;,Pinus sylvestris,
116276;35;Sweden;Gävleborgs län;61.6;Hällkrok Hornslandet;17.4;;Skogforsk;,Pinus sylvestris,
116277;150;Sweden;Västernorrlands län;62.4;Nedansjö;16.8;;Skogforsk;,Pinus sylvestris,
116278;280;Sweden;Västernorrlands län;63.5;Ranasjöbodarna;16.5;;Skogforsk;,Pinus sylvestris,
116279;;Sweden;Västerbottens län;64.3;Meselefors Meseleberget;16.7;;Skogforsk;,Pinus sylvestris,
116280;310;Sweden;Västernorrlands län;63.8;Rönningsberget;17.2;;Skogforsk;,Pinus sylvestris,
116281;380;Sweden;Västernorrlands län;63.5;Ovanmo;16.4;SollefteÃ¥;Skogforsk;,Pinus sylvestris,
116287;350;Sweden;Västerbottens län;63.9;Häggsjö;17.8;;Skogforsk;,Pinus sylvestris,
116288;150;Sweden;Västernorrlands län;63;Utanskogs by;18.2;;Skogforsk;,Pinus sylvestris,
116289;300;Sweden;Västernorrlands län;62.7;Hellgums bys fjällskog;17.6;;Skogforsk;,Pinus sylvestris,
116290;;Sweden;Västernorrlands län;62.7;Kväcklingen;16.6;;Skogforsk;,Pinus sylvestris,
116291;400;Sweden;Jämtlands län;62.7;LÃ¥ngmyrberget, Bräcke;15.5;;Skogforsk;,Pinus sylvestris,
116292;220;Sweden;Västernorrlands län;63.7;Degerforsen;17;;Skogforsk;,Pinus sylvestris,
116293;;Sweden;Västernorrlands län;63.5;Västergidsjö;18.8;;Skogforsk;,Pinus sylvestris,
116296;460;Sweden;Jämtlands län;63.4;Björkvattnet;16;;Skogforsk;,Pinus sylvestris,
116297;175;Sweden;Västernorrlands län;63.6;LÃ¥ngstrandsmyren, Björna;18.5;;Skogforsk;,Pinus sylvestris,
116298;370;Sweden;Västerbottens län;63.9;Häggsjömon;17.8;;Skogforsk;,Pinus sylvestris,
116299;350;Sweden;Jämtlands län;63.6;Strömnäs;15.6;;Skogforsk;,Pinus sylvestris,
116321;200;Sweden;Västernorrlands län;63.5;Sundmo Plantskolan;16.6;;Skogforsk;,Pinus sylvestris,
116326;380;Sweden;Västerbottens län;64.5;Börtingtjärn;18.5;;Skogforsk;,Pinus sylvestris,
116327;200;Sweden;Västernorrlands län;63.5;Sundmo Plantskola;16.6;;Skogforsk;,Pinus sylvestris,
116329;380;Sweden;Västerbottens län;64.5;Börtingtjärn;18.5;;Skogforsk;,Pinus sylvestris,
116342;10;Sweden;Västerbottens län;63.9;Sävar;20.5;;Skogforsk;,Pinus sylvestris,
116343;200;Sweden;Västernorrlands län;63.2;Holm;17.6;SollefteÃ¥;Skogforsk;,Pinus sylvestris,
116344;330;Sweden;Västerbottens län;63.3;Skorped;17.6;Örnsköldsvik;Skogforsk;,Pinus sylvestris,
